,context,task,construct,hits,task_hits,construct_hits
2342,notEF,Visuospatial Span,Generativity,0,25,350
2343,notEF,Picture Symbol,Generativity,0,1,350
2344,notEF,Counting Span,Generativity,0,19,350
2345,notEF,Sentence Repetition,Generativity,0,241,350
2346,notEF,SR Compatibility,Generativity,0,6,350
2347,notEF,Simon Says,Generativity,0,10,350
2348,notEF,Reversal Learning,Generativity,0,1796,350
2349,notEF,Odd One Out,Generativity,0,94,350
2350,notEF,Plus Minus Task,Generativity,0,0,350
2351,notEF,Spatial Span,Generativity,0,275,350
2352,notEF,Pychomotor Vigilance,Generativity,0,0,350
2353,notEF,Toy Sort,Generativity,0,0,350
2354,notEF,Simon,Generativity,0,3086,350
2355,notEF,Semantic Fluency,Generativity,0,598,350
2356,notEF,Oddity Switching,Generativity,0,0,350
2357,notEF,Spin the Pots,Generativity,0,0,350
2358,notEF,Object Substitution,Generativity,0,129,350
2359,notEF,Number Letter,Generativity,0,20,350
2360,notEF,N-back,Generativity,0,1529,350
2361,notEF,MOT,Generativity,0,1020,350
2362,notEF,Arithmatic Span,Generativity,0,0,350
2363,notEF,Sentence Completion,Generativity,0,506,350
2364,notEF,Automated Operation Span,Generativity,0,17,350
2365,notEF,Self Control Schedule,Generativity,0,47,350
2366,notEF,Stroop,Generativity,0,5853,350
2367,notEF,STOP,Generativity,1,56378,350
2368,notEF,Verbal Span,Generativity,0,73,350
2369,notEF,OOO,Generativity,0,154,350
2370,notEF,Backward Span,Generativity,0,41,350
2371,notEF,OSpan,Generativity,0,32,350
2372,notEF,Adaptive N-back,Generativity,0,0,350
2373,notEF,Spatial Conflict Arrows,Generativity,0,0,350
2374,notEF,Corsi Block Span,Generativity,0,0,350
2375,notEF,Analogy Making,Fluid Intelligence,1,15,795
2376,notEF,Animal Shifting,Fluid Intelligence,0,0,795
2377,notEF,Anti Saccade,Fluid Intelligence,0,174,795
2378,notEF,Attentional Blink,Fluid Intelligence,1,783,795
2379,notEF,Attentional Network,Fluid Intelligence,1,314,795
2380,notEF,Auditory Attention,Fluid Intelligence,2,811,795
2381,notEF,Backward Color Recall,Fluid Intelligence,0,0,795
2382,notEF,Balance Beam,Fluid Intelligence,0,345,795
2383,notEF,BART,Fluid Intelligence,1,713,795
2384,notEF,Balloon Analouge Risk Taking,Fluid Intelligence,0,0,795
2385,notEF,Bear Alligator,Fluid Intelligence,0,0,795
2386,notEF,Block Design Subtest,Fluid Intelligence,2,64,795
2387,notEF,Box Crossing Dual,Fluid Intelligence,0,0,795
2388,notEF,Category Fluency,Fluid Intelligence,1,513,795
2389,notEF,Category Switch,Fluid Intelligence,0,3,795
2390,notEF,Cognitive Flexibility,Fluid Intelligence,14,2008,795
2391,notEF,Color Shape,Fluid Intelligence,2,78,795
2392,notEF,Contingency Naming,Fluid Intelligence,0,0,795
2393,notEF,CPT,Fluid Intelligence,0,12420,795
2394,notEF,Continious Performance Task,Fluid Intelligence,0,0,795
2395,notEF,AX-CPT,Fluid Intelligence,0,99,795
2396,notEF,Controlled Attention,Fluid Intelligence,6,142,795
2397,notEF,Counting Recall,Fluid Intelligence,0,0,795
2398,notEF,Cued Unpredictable Switch,Fluid Intelligence,0,0,795
2399,notEF,D2 Target Detection,Fluid Intelligence,0,0,795
2400,notEF,Degraded Vigilance,Fluid Intelligence,0,0,795
2401,notEF,Delay Choice,Fluid Intelligence,0,13,795
2402,notEF,Delay Discounting Task,Fluid Intelligence,0,368,795
2403,notEF,Delayed Alternation,Fluid Intelligence,0,441,795
2404,notEF,Digit Shifting,Fluid Intelligence,0,0,795
2405,notEF,Dimension Switching,Fluid Intelligence,0,1,795
2406,notEF,DCCS,Fluid Intelligence,0,263,795
2407,notEF,Dimensional Change Card Sort,Fluid Intelligence,0,27,795
2408,notEF,Dragon,Fluid Intelligence,0,1284,795
2409,notEF,Expressive Attention,Fluid Intelligence,0,0,795
2410,notEF,Flanker,Fluid Intelligence,4,1512,795
2411,notEF,Flexibility,Fluid Intelligence,20,68715,795
2412,notEF,Flexible Item Selection,Fluid Intelligence,0,4,795
2413,notEF,Gift Delay,Fluid Intelligence,0,1,795
2414,notEF,Gift Wrap,Fluid Intelligence,0,4,795
2415,notEF,Go/NoGo,Fluid Intelligence,0,841,795
2416,notEF,TMT,Fluid Intelligence,2,2747,795
2417,notEF,Trail Making Task,Fluid Intelligence,0,35,795
2418,notEF,Grass Snow,Fluid Intelligence,0,1,795
2419,notEF,Hayling Test,Fluid Intelligence,1,28,795
2420,notEF,Head-Toes-Knees-Shoulders,Fluid Intelligence,0,6,795
2421,notEF,Incompatibility Test,Fluid Intelligence,0,13,795
2422,notEF,IGT,Fluid Intelligence,1,4718,795
2423,notEF,Iowa Gambling Task,Fluid Intelligence,1,880,795
2424,notEF,Keep Track,Fluid Intelligence,1,737,795
2425,notEF,Knock and Tap,Fluid Intelligence,0,0,795
2426,notEF,Letter Fluency,Fluid Intelligence,1,334,795
2427,notEF,Letter Memory,Fluid Intelligence,0,36,795
2428,notEF,Letter Monitoring,Fluid Intelligence,1,19,795
2429,notEF,LNS,Fluid Intelligence,1,4255,795
2430,notEF,Letter Number Sequencing,Fluid Intelligence,3,151,795
2431,notEF,Lexical Fluency,Fluid Intelligence,0,22,795
2432,notEF,Listening Recall,Fluid Intelligence,0,0,795
2433,notEF,Local Global,Fluid Intelligence,1,227,795
2434,notEF,Luria Hand Game,Fluid Intelligence,0,0,795
2435,notEF,MONITOR,Fluid Intelligence,3,146955,795
2436,notEF,Matrix Monitoring,Fluid Intelligence,0,0,795
2437,notEF,Mental Counters,Fluid Intelligence,0,0,795
2438,notEF,Mister X,Fluid Intelligence,0,0,795
2439,notEF,MCST,Fluid Intelligence,0,56,795
2440,notEF,Modified Card Sorting Test,Fluid Intelligence,0,40,795
2441,notEF,More Less Odd Even,Fluid Intelligence,0,0,795
2442,notEF,Wisconsin Card Sort,Fluid Intelligence,0,104,795
2443,notEF,Stop Signal,Fluid Intelligence,1,1684,795
2444,notEF,Complex Span,Fluid Intelligence,20,160,795
2445,notEF,Pick the Picture,Fluid Intelligence,0,0,795
2446,notEF,Digit Span,Fluid Intelligence,10,2660,795
2447,notEF,Random Letter Generation,Fluid Intelligence,0,17,795
2448,notEF,Snack Delay,Fluid Intelligence,0,12,795
2449,notEF,Visual Matrix Span,Fluid Intelligence,0,0,795
2450,notEF,Multiple Object Tracking,Fluid Intelligence,1,281,795
2451,notEF,Block Span,Fluid Intelligence,0,19,795
2452,notEF,Pictorial Updating,Fluid Intelligence,0,0,795
2453,notEF,Nebraska Barnyard,Fluid Intelligence,0,0,795
2454,notEF,Random Number Generation,Fluid Intelligence,0,220,795
2455,notEF,Nine Boxes,Fluid Intelligence,0,3,795
2456,notEF,Shape School,Fluid Intelligence,0,9,795
2457,notEF,Tower of Hanoi,Fluid Intelligence,4,147,795
2458,notEF,Verbal Fluency,Fluid Intelligence,14,4220,795
2459,notEF,Pencil Tapping,Fluid Intelligence,0,4,795
2460,notEF,WCST,Fluid Intelligence,1,915,795
2461,notEF,Sorting,Fluid Intelligence,3,39345,795
2462,notEF,Somethings the Same Game,Fluid Intelligence,0,0,795
2463,notEF,Running Span,Fluid Intelligence,2,14,795
2464,notEF,Serial Substraction of Sevens,Fluid Intelligence,0,0,795
2465,notEF,Reverse Categorization,Fluid Intelligence,0,2,795
2466,notEF,Tower of London,Fluid Intelligence,8,314,795
2467,notEF,Visuospatial Span,Fluid Intelligence,0,25,795
2468,notEF,Picture Symbol,Fluid Intelligence,0,1,795
2469,notEF,Counting Span,Fluid Intelligence,0,19,795
2470,notEF,Sentence Repetition,Fluid Intelligence,0,241,795
2471,notEF,SR Compatibility,Fluid Intelligence,0,6,795
2472,notEF,Simon Says,Fluid Intelligence,0,10,795
2473,notEF,Reversal Learning,Fluid Intelligence,4,1796,795
2474,notEF,Odd One Out,Fluid Intelligence,1,94,795
2475,notEF,Plus Minus Task,Fluid Intelligence,0,0,795
2476,notEF,Spatial Span,Fluid Intelligence,5,275,795
2477,notEF,Pychomotor Vigilance,Fluid Intelligence,0,0,795
2478,notEF,Toy Sort,Fluid Intelligence,0,0,795
2479,notEF,Simon,Fluid Intelligence,5,3086,795
2480,notEF,Semantic Fluency,Fluid Intelligence,3,598,795
2481,notEF,Oddity Switching,Fluid Intelligence,0,0,795
2482,notEF,Spin the Pots,Fluid Intelligence,0,0,795
2483,notEF,Object Substitution,Fluid Intelligence,0,129,795
2484,notEF,Number Letter,Fluid Intelligence,1,20,795
2485,notEF,N-back,Fluid Intelligence,32,1529,795
2486,notEF,MOT,Fluid Intelligence,0,1020,795
2487,notEF,Arithmatic Span,Fluid Intelligence,0,0,795
2488,notEF,Sentence Completion,Fluid Intelligence,0,506,795
2489,notEF,Automated Operation Span,Fluid Intelligence,0,17,795
2490,notEF,Self Control Schedule,Fluid Intelligence,0,47,795
2491,notEF,Stroop,Fluid Intelligence,13,5853,795
2492,notEF,STOP,Fluid Intelligence,2,56378,795
2493,notEF,Verbal Span,Fluid Intelligence,0,73,795
2494,notEF,OOO,Fluid Intelligence,0,154,795
2495,notEF,Backward Span,Fluid Intelligence,1,41,795
2496,notEF,OSpan,Fluid Intelligence,4,32,795
2497,notEF,Adaptive N-back,Fluid Intelligence,0,0,795
2498,notEF,Spatial Conflict Arrows,Fluid Intelligence,0,0,795
2499,notEF,Corsi Block Span,Fluid Intelligence,0,0,795
2500,notEF,Analogy Making,Logical Reasoning,0,15,359
2501,notEF,Animal Shifting,Logical Reasoning,0,0,359
2502,notEF,Anti Saccade,Logical Reasoning,0,174,359
2503,notEF,Attentional Blink,Logical Reasoning,0,783,359
2504,notEF,Attentional Network,Logical Reasoning,0,314,359
2505,notEF,Auditory Attention,Logical Reasoning,1,811,359
2506,notEF,Backward Color Recall,Logical Reasoning,0,0,359
2507,notEF,Balance Beam,Logical Reasoning,0,345,359
2508,notEF,BART,Logical Reasoning,1,713,359
2509,notEF,Balloon Analouge Risk Taking,Logical Reasoning,0,0,359
2510,notEF,Bear Alligator,Logical Reasoning,0,0,359
2511,notEF,Block Design Subtest,Logical Reasoning,0,64,359
2512,notEF,Box Crossing Dual,Logical Reasoning,0,0,359
2513,notEF,Category Fluency,Logical Reasoning,0,513,359
2514,notEF,Category Switch,Logical Reasoning,0,3,359
2515,notEF,Cognitive Flexibility,Logical Reasoning,0,2008,359
2516,notEF,Color Shape,Logical Reasoning,0,78,359
2517,notEF,Contingency Naming,Logical Reasoning,0,0,359
2518,notEF,CPT,Logical Reasoning,1,12420,359
2519,notEF,Continious Performance Task,Logical Reasoning,0,0,359
2520,notEF,AX-CPT,Logical Reasoning,0,99,359
2521,notEF,Controlled Attention,Logical Reasoning,0,142,359
2522,notEF,Counting Recall,Logical Reasoning,0,0,359
2523,notEF,Cued Unpredictable Switch,Logical Reasoning,0,0,359
2524,notEF,D2 Target Detection,Logical Reasoning,0,0,359
2525,notEF,Degraded Vigilance,Logical Reasoning,0,0,359
2526,notEF,Delay Choice,Logical Reasoning,0,13,359
2527,notEF,Delay Discounting Task,Logical Reasoning,0,368,359
2528,notEF,Delayed Alternation,Logical Reasoning,0,441,359
2529,notEF,Digit Shifting,Logical Reasoning,0,0,359
2530,notEF,Dimension Switching,Logical Reasoning,0,1,359
2531,notEF,DCCS,Logical Reasoning,0,263,359
2532,notEF,Dimensional Change Card Sort,Logical Reasoning,0,27,359
2533,notEF,Dragon,Logical Reasoning,0,1284,359
2534,notEF,Expressive Attention,Logical Reasoning,0,0,359
2535,notEF,Flanker,Logical Reasoning,0,1512,359
2536,notEF,Flexibility,Logical Reasoning,2,68715,359
2537,notEF,Flexible Item Selection,Logical Reasoning,0,4,359
2538,notEF,Gift Delay,Logical Reasoning,0,1,359
2539,notEF,Gift Wrap,Logical Reasoning,0,4,359
2540,notEF,Go/NoGo,Logical Reasoning,0,841,359
2541,notEF,TMT,Logical Reasoning,1,2747,359
2542,notEF,Trail Making Task,Logical Reasoning,0,35,359
2543,notEF,Grass Snow,Logical Reasoning,0,1,359
2544,notEF,Hayling Test,Logical Reasoning,0,28,359
2545,notEF,Head-Toes-Knees-Shoulders,Logical Reasoning,0,6,359
2546,notEF,Incompatibility Test,Logical Reasoning,0,13,359
2547,notEF,IGT,Logical Reasoning,1,4718,359
2548,notEF,Iowa Gambling Task,Logical Reasoning,1,880,359
2549,notEF,Keep Track,Logical Reasoning,0,737,359
2550,notEF,Knock and Tap,Logical Reasoning,0,0,359
2551,notEF,Letter Fluency,Logical Reasoning,0,334,359
2552,notEF,Letter Memory,Logical Reasoning,0,36,359
2553,notEF,Letter Monitoring,Logical Reasoning,0,19,359
2554,notEF,LNS,Logical Reasoning,0,4255,359
2555,notEF,Letter Number Sequencing,Logical Reasoning,0,151,359
2556,notEF,Lexical Fluency,Logical Reasoning,0,22,359
2557,notEF,Listening Recall,Logical Reasoning,0,0,359
2558,notEF,Local Global,Logical Reasoning,0,227,359
2559,notEF,Luria Hand Game,Logical Reasoning,0,0,359
2560,notEF,MONITOR,Logical Reasoning,5,146955,359
2561,notEF,Matrix Monitoring,Logical Reasoning,0,0,359
2562,notEF,Mental Counters,Logical Reasoning,0,0,359
2563,notEF,Mister X,Logical Reasoning,0,0,359
2564,notEF,MCST,Logical Reasoning,0,56,359
2565,notEF,Modified Card Sorting Test,Logical Reasoning,0,40,359
2566,notEF,More Less Odd Even,Logical Reasoning,0,0,359
2567,notEF,Wisconsin Card Sort,Logical Reasoning,0,104,359
2568,notEF,Stop Signal,Logical Reasoning,0,1684,359
2569,notEF,Complex Span,Logical Reasoning,0,160,359
2570,notEF,Pick the Picture,Logical Reasoning,0,0,359
2571,notEF,Digit Span,Logical Reasoning,3,2660,359
2572,notEF,Random Letter Generation,Logical Reasoning,0,17,359
2573,notEF,Snack Delay,Logical Reasoning,0,12,359
2574,notEF,Visual Matrix Span,Logical Reasoning,0,0,359
2575,notEF,Multiple Object Tracking,Logical Reasoning,0,281,359
2576,notEF,Block Span,Logical Reasoning,0,19,359
2577,notEF,Pictorial Updating,Logical Reasoning,0,0,359
2578,notEF,Nebraska Barnyard,Logical Reasoning,0,0,359
2579,notEF,Random Number Generation,Logical Reasoning,0,220,359
2580,notEF,Nine Boxes,Logical Reasoning,0,3,359
2581,notEF,Shape School,Logical Reasoning,0,9,359
2582,notEF,Tower of Hanoi,Logical Reasoning,0,147,359
2583,notEF,Verbal Fluency,Logical Reasoning,2,4220,359
2584,notEF,Pencil Tapping,Logical Reasoning,0,4,359
2585,notEF,WCST,Logical Reasoning,2,915,359
2586,notEF,Sorting,Logical Reasoning,5,39345,359
2587,notEF,Somethings the Same Game,Logical Reasoning,0,0,359
2588,notEF,Running Span,Logical Reasoning,0,14,359
2589,notEF,Serial Substraction of Sevens,Logical Reasoning,0,0,359
2590,notEF,Reverse Categorization,Logical Reasoning,0,2,359
2591,notEF,Tower of London,Logical Reasoning,0,314,359
2592,notEF,Visuospatial Span,Logical Reasoning,0,25,359
2593,notEF,Picture Symbol,Logical Reasoning,0,1,359
2594,notEF,Counting Span,Logical Reasoning,0,19,359
2595,notEF,Sentence Repetition,Logical Reasoning,0,241,359
2596,notEF,SR Compatibility,Logical Reasoning,0,6,359
2597,notEF,Simon Says,Logical Reasoning,0,10,359
2598,notEF,Reversal Learning,Logical Reasoning,0,1796,359
2599,notEF,Odd One Out,Logical Reasoning,0,94,359
2600,notEF,Plus Minus Task,Logical Reasoning,0,0,359
2601,notEF,Spatial Span,Logical Reasoning,0,275,359
2602,notEF,Pychomotor Vigilance,Logical Reasoning,0,0,359
2603,notEF,Toy Sort,Logical Reasoning,0,0,359
2604,notEF,Simon,Logical Reasoning,0,3086,359
2605,notEF,Semantic Fluency,Logical Reasoning,0,598,359
2606,notEF,Oddity Switching,Logical Reasoning,0,0,359
2607,notEF,Spin the Pots,Logical Reasoning,0,0,359
2608,notEF,Object Substitution,Logical Reasoning,0,129,359
2609,notEF,Number Letter,Logical Reasoning,0,20,359
2610,notEF,N-back,Logical Reasoning,1,1529,359
2611,notEF,MOT,Logical Reasoning,1,1020,359
2612,notEF,Arithmatic Span,Logical Reasoning,0,0,359
2613,notEF,Sentence Completion,Logical Reasoning,1,506,359
2614,notEF,Automated Operation Span,Logical Reasoning,0,17,359
2615,notEF,Self Control Schedule,Logical Reasoning,0,47,359
2616,notEF,Stroop,Logical Reasoning,9,5853,359
2617,notEF,STOP,Logical Reasoning,2,56378,359
2618,notEF,Verbal Span,Logical Reasoning,0,73,359
2619,notEF,OOO,Logical Reasoning,0,154,359
2620,notEF,Backward Span,Logical Reasoning,0,41,359
2621,notEF,OSpan,Logical Reasoning,0,32,359
2622,notEF,Adaptive N-back,Logical Reasoning,0,0,359
2623,notEF,Spatial Conflict Arrows,Logical Reasoning,0,0,359
2624,notEF,Corsi Block Span,Logical Reasoning,0,0,359
2625,notEF,Analogy Making,Relational Reasoning,0,15,94
2626,notEF,Animal Shifting,Relational Reasoning,0,0,94
2627,notEF,Anti Saccade,Relational Reasoning,0,174,94
2628,notEF,Attentional Blink,Relational Reasoning,0,783,94
2629,notEF,Attentional Network,Relational Reasoning,0,314,94
2630,notEF,Auditory Attention,Relational Reasoning,0,811,94
2631,notEF,Backward Color Recall,Relational Reasoning,0,0,94
2632,notEF,Balance Beam,Relational Reasoning,0,345,94
2633,notEF,BART,Relational Reasoning,0,713,94
2634,notEF,Balloon Analouge Risk Taking,Relational Reasoning,0,0,94
2635,notEF,Bear Alligator,Relational Reasoning,0,0,94
2636,notEF,Block Design Subtest,Relational Reasoning,0,64,94
2637,notEF,Box Crossing Dual,Relational Reasoning,0,0,94
2638,notEF,Category Fluency,Relational Reasoning,0,513,94
2639,notEF,Category Switch,Relational Reasoning,0,3,94
2640,notEF,Cognitive Flexibility,Relational Reasoning,0,2008,94
2641,notEF,Color Shape,Relational Reasoning,0,78,94
2642,notEF,Contingency Naming,Relational Reasoning,0,0,94
2643,notEF,CPT,Relational Reasoning,0,12420,94
2644,notEF,Continious Performance Task,Relational Reasoning,0,0,94
2645,notEF,AX-CPT,Relational Reasoning,0,99,94
2646,notEF,Controlled Attention,Relational Reasoning,0,142,94
2647,notEF,Counting Recall,Relational Reasoning,0,0,94
2648,notEF,Cued Unpredictable Switch,Relational Reasoning,0,0,94
2649,notEF,D2 Target Detection,Relational Reasoning,0,0,94
2650,notEF,Degraded Vigilance,Relational Reasoning,0,0,94
2651,notEF,Delay Choice,Relational Reasoning,0,13,94
2652,notEF,Delay Discounting Task,Relational Reasoning,0,368,94
2653,notEF,Delayed Alternation,Relational Reasoning,0,441,94
2654,notEF,Digit Shifting,Relational Reasoning,0,0,94
2655,notEF,Dimension Switching,Relational Reasoning,0,1,94
2656,notEF,DCCS,Relational Reasoning,0,263,94
2657,notEF,Dimensional Change Card Sort,Relational Reasoning,0,27,94
2658,notEF,Dragon,Relational Reasoning,0,1284,94
2659,notEF,Expressive Attention,Relational Reasoning,0,0,94
2660,notEF,Flanker,Relational Reasoning,0,1512,94
2661,notEF,Flexibility,Relational Reasoning,1,68715,94
2662,notEF,Flexible Item Selection,Relational Reasoning,0,4,94
2663,notEF,Gift Delay,Relational Reasoning,0,1,94
2664,notEF,Gift Wrap,Relational Reasoning,0,4,94
2665,notEF,Go/NoGo,Relational Reasoning,0,841,94
2666,notEF,TMT,Relational Reasoning,0,2747,94
2667,notEF,Trail Making Task,Relational Reasoning,0,35,94
2668,notEF,Grass Snow,Relational Reasoning,0,1,94
2669,notEF,Hayling Test,Relational Reasoning,0,28,94
2670,notEF,Head-Toes-Knees-Shoulders,Relational Reasoning,0,6,94
2671,notEF,Incompatibility Test,Relational Reasoning,0,13,94
2672,notEF,IGT,Relational Reasoning,0,4718,94
2673,notEF,Iowa Gambling Task,Relational Reasoning,0,880,94
2674,notEF,Keep Track,Relational Reasoning,0,737,94
2675,notEF,Knock and Tap,Relational Reasoning,0,0,94
2676,notEF,Letter Fluency,Relational Reasoning,0,334,94
2677,notEF,Letter Memory,Relational Reasoning,0,36,94
2678,notEF,Letter Monitoring,Relational Reasoning,0,19,94
2679,notEF,LNS,Relational Reasoning,0,4255,94
2680,notEF,Letter Number Sequencing,Relational Reasoning,0,151,94
2681,notEF,Lexical Fluency,Relational Reasoning,0,22,94
2682,notEF,Listening Recall,Relational Reasoning,0,0,94
2683,notEF,Local Global,Relational Reasoning,0,227,94
2684,notEF,Luria Hand Game,Relational Reasoning,0,0,94
2685,notEF,MONITOR,Relational Reasoning,0,146955,94
2686,notEF,Matrix Monitoring,Relational Reasoning,0,0,94
2687,notEF,Mental Counters,Relational Reasoning,0,0,94
2688,notEF,Mister X,Relational Reasoning,0,0,94
2689,notEF,MCST,Relational Reasoning,0,56,94
2690,notEF,Modified Card Sorting Test,Relational Reasoning,0,40,94
2691,notEF,More Less Odd Even,Relational Reasoning,0,0,94
2692,notEF,Wisconsin Card Sort,Relational Reasoning,0,104,94
2693,notEF,Stop Signal,Relational Reasoning,0,1684,94
2694,notEF,Complex Span,Relational Reasoning,0,160,94
2695,notEF,Pick the Picture,Relational Reasoning,0,0,94
2696,notEF,Digit Span,Relational Reasoning,0,2660,94
2697,notEF,Random Letter Generation,Relational Reasoning,0,17,94
2698,notEF,Snack Delay,Relational Reasoning,0,12,94
